model_portfolio_key,date,quote
liqid_global_var,2011-03-31,0.961778700326839
liqid_global_var,2011-04-30,0.9582647121338888
liqid_global_var,2011-05-31,0.9683935709427363
liqid_global_var,2011-06-30,0.9482988758478911
liqid_global_var,2011-07-31,0.9462366821112498
liqid_global_var,2011-08-31,0.9027691688086994
liqid_global_var,2011-09-30,0.8848480035102186
liqid_global_var,2011-10-31,0.9326753811024878
liqid_global_var,2011-11-30,0.9312662732144817
liqid_global_var,2011-12-31,0.9606359983035693
liqid_global_var,2012-01-31,1.000969703550356
liqid_global_var,2012-02-29,1.0270095188658355
liqid_global_var,2012-03-31,1.0339781531071472
liqid_global_var,2012-04-30,1.031353799164221
liqid_global_var,2012-05-31,1.018226688657367
liqid_global_var,2012-06-30,1.0375703274218155
liqid_global_var,2012-07-31,1.0784361146386245
liqid_global_var,2012-08-31,1.0767182304573426
liqid_global_var,2012-09-30,1.0849286996326901
liqid_global_var,2012-10-31,1.0747751577701867
liqid_global_var,2012-11-30,1.0845507751411514
liqid_global_var,2012-12-31,1.0907451064893323
liqid_global_var,2013-01-31,1.1028912694712452
liqid_global_var,2013-02-28,1.1399934070093947
liqid_global_var,2013-03-31,1.175799898650095
liqid_global_var,2013-04-30,1.179484579258302
liqid_global_var,2013-05-31,1.1864284292171166
liqid_global_var,2013-06-30,1.1495163246274671
liqid_global_var,2013-07-31,1.1699421051139587
liqid_global_var,2013-08-31,1.1555061781236386
liqid_global_var,2013-09-30,1.1747956402816246
liqid_global_var,2013-10-31,1.208649980197371
liqid_global_var,2013-11-30,1.220807290084629
liqid_global_var,2013-12-31,1.2243988957848186
liqid_global_var,2014-01-31,1.2134401382909747
liqid_global_var,2014-02-28,1.2359620924825323
liqid_global_var,2014-03-31,1.2425286694252344
liqid_global_var,2014-04-30,1.2449439422817772
liqid_global_var,2014-05-31,1.2836397870080618
liqid_global_var,2014-06-30,1.2986322757447188
liqid_global_var,2014-07-31,1.3091039167642025
liqid_global_var,2014-08-31,1.3552539140658404
liqid_global_var,2014-09-30,1.3633722369270398
liqid_global_var,2014-10-31,1.3857739845022694
liqid_global_var,2014-11-30,1.4155069022118407
liqid_global_var,2014-12-31,1.4272423864015618
liqid_global_var,2015-01-31,1.503995661796673
liqid_global_var,2015-02-28,1.5697966012514692
liqid_global_var,2015-03-31,1.6065745078574571
liqid_global_var,2015-04-30,1.5816520147642374
liqid_global_var,2015-05-31,1.6082655489785862
liqid_global_var,2015-06-30,1.5540836242779934
liqid_global_var,2015-07-31,1.5786002978947582
liqid_global_var,2015-08-31,1.475229968162268
liqid_global_var,2015-09-30,1.4415866259361827
liqid_global_var,2015-10-31,1.5414041929671736
liqid_global_var,2015-11-30,1.5799738147711546
liqid_global_var,2015-12-31,1.5191632427003958
liqid_global_var,2016-01-31,1.4597032367149367
liqid_global_var,2016-02-29,1.4474903381268738
liqid_global_var,2016-03-31,1.4777504465596683
liqid_global_var,2016-04-30,1.4849976729515677
liqid_global_var,2016-05-31,1.52077502640792
liqid_global_var,2016-06-30,1.5255325567019498
liqid_global_var,2016-07-31,1.566652752725585
liqid_global_var,2016-08-31,1.5737952976491154
liqid_global_var,2016-09-30,1.5688399899367058
liqid_global_var,2016-10-31,1.574199617403552
liqid_global_var,2016-11-30,1.6218631085538808
liqid_global_var,2016-12-31,1.6605359124435124
liqid_global_var,2017-01-31,1.6555824173613634
liqid_global_var,2017-02-28,1.7217423671744465
liqid_global_var,2017-03-31,1.7241344185395386
liqid_global_var,2017-04-30,1.719330463182026
liqid_global_var,2017-05-31,1.7062856925792333
liqid_global_var,2017-06-30,1.6879654746816706
liqid_global_var,2017-07-31,1.6760151216567205
liqid_global_var,2017-08-31,1.6755676940095756
liqid_global_var,2017-09-30,1.7056651664099813
liqid_global_var,2017-10-31,1.7534369833622792
liqid_global_var,2017-11-30,1.7426255159719835
liqid_global_var,2017-12-31,1.7514178198760242
liqid_global_var,2018-01-31,1.7686478312673903
liqid_global_var,2018-02-28,1.731393596716493
liqid_global_var,2018-03-31,1.6931432620800633
liqid_global_var,2018-04-30,1.7294253976075904
liqid_global_var,2018-05-31,1.7736985805538659
liqid_global_var,2018-06-30,1.7658436227746754
liqid_global_var,2018-07-31,1.8029752338691472
liqid_global_var,2018-08-31,1.820100344816148
liqid_global_var,2018-09-30,1.825262787616574
liqid_global_var,2018-10-31,1.7577343204333824
liqid_global_var,2018-11-30,1.7747496208047504
liqid_global_var,2018-12-31,1.6697251367562436
liqid_global_var,2019-01-31,1.7737497546922232
liqid_global_var,2019-02-28,1.8188885497490968
liqid_global_var,2019-03-31,1.8627729279383343
liqid_global_var,2019-04-30,1.9094555954721681
liqid_global_var,2019-05-31,1.8324177517492537
liqid_global_var,2019-06-30,1.898793153976171
liqid_global_var,2019-07-31,1.946254461403618
liqid_global_var,2019-08-31,1.9353626469645195
liqid_global_var,2019-09-30,1.9753035068182767
liqid_global_var,2019-10-31,1.978936387456749
liqid_global_var,2019-11-30,2.0273178949198063
liqid_global_var,2019-12-31,2.0533462538930944
liqid_global_var,2020-01-31,2.0610362035234293
liqid_global_var,2020-02-29,1.9519453282653052
liqid_global_var,2020-03-31,1.7328816025159253
liqid_global_var,2020-04-30,1.8834497135207948
liqid_global_var,2020-05-31,1.9287998584665391
liqid_global_var,2020-06-30,1.9642024111668006
liqid_global_var,2020-07-31,1.9747624496192093
liqid_global_var,2020-08-31,2.0320485908720283
liqid_global_var,2020-09-30,2.011877681818872
liqid_global_var,2020-10-31,1.9854499496940738
liqid_global_var,2020-11-30,2.123522721618896
liqid_global_var,2020-12-31,2.1606198840192365
liqid_global_var,2021-01-31,2.166616766610006
liqid_global_var,2021-02-28,2.2018933770250877
liqid_global_var,2021-03-31,2.304527032140739
liqid_global_var,2021-04-30,2.339572847606638
liqid_global_var,2021-05-31,2.3420617415801117
liqid_global_var,2021-06-30,2.423193926635391
liqid_global_var,2021-07-31,2.4422728971398517
liqid_global_var,2021-08-31,2.4937964977394405
liqid_global_var,2021-09-30,2.450776696550203
liqid_global_var,2021-10-31,2.543280054909083
liqid_global_var,2021-11-30,2.536010347086431
liqid_global_var,2021-12-31,2.603498181026116
liqid_global_var,2022-01-31,2.523247090406846
liqid_global_var,2022-02-28,2.4654375854977504
